"","description","url"
"24","Food and Drug Administration approved an oral combination of decitabine and cedazuridine (INQOVI, Astex Pharmaceuticals, Inc.) for adult patients with myelodysplastic syndromes (MDS) including the following: More Information. July 7, 2020","https://wayback.archive-it.org/7993/20201219232235/https%3A//www.fda.gov/drugs/drug-approvals-and-databases/fda-approves-oral-combination-decitabine-and-cedazuridine-myelodysplastic-syndromes"
"25","Food and Drug Administration approved avelumab (BAVENCIO, EMD Serono, Inc.) for maintenance treatment of patients with locally advanced or metastatic urothelial carcinoma (UC) that has not progressed with first-line platinum-containing chemotherapy. More Information. June 30, 2020","https://wayback.archive-it.org/7993/20201219232235/https%3A//www.fda.gov/drugs/drug-approvals-and-databases/fda-approves-avelumab-urothelial-carcinoma-maintenance-treatment"
"26","Food and Drug Administration approved pembrolizumab (KEYTRUDA, Merck & Co.) for the first-line treatment of patients with unresectable or metastatic microsatellite instability-high (MSI-H) or mismatch repair deficient (dMMR) colorectal cancer. More Information. June 29, 2020","https://wayback.archive-it.org/7993/20201219232235/https%3A//www.fda.gov/drugs/drug-approvals-and-databases/fda-approves-pembrolizumab-first-line-treatment-msi-hdmmr-colorectal-cancer"
"27","Food and Drug Administration approved a new fixed-dose combination of pertuzumab, trastuzumab, and hyaluronidase–zzxf
(PHESGO, Genentech, Inc.) More Information. June 29, 2020.","https://wayback.archive-it.org/7993/20201219232235/https%3A//www.fda.gov/drugs/drug-approvals-and-databases/fda-approves-combination-pertuzumab-trastuzumab-and-hyaluronidase-zzxf-her2-positive-breast-cancer"
"28","Food and Drug Administration approved pembrolizumab (KEYTRUDA, Merck & Co., Inc.) for patients with recurrent or metastatic cutaneous squamous cell carcinoma (cSCC) that is not curable by surgery or radiation More Information. June 24, 2020","https://wayback.archive-it.org/7993/20201219232235/https%3A//www.fda.gov/drugs/drug-approvals-and-databases/fda-approves-pembrolizumab-cutaneous-squamous-cell-carcinoma"
"29","Food and Drug Administration granted accelerated approval to selinexor (XPOVIO, Karyopharm Therapeutics) for adult patients with relapsed or refractory diffuse large B-cell lymphoma (DLBCL), not otherwise specified, including DLBCL arising from follicular lymphoma, after at least 2 lines of systemic therapy. More Information. June 22,2020","https://wayback.archive-it.org/7993/20201219232235/https%3A//www.fda.gov/drugs/resources-information-approved-drugs/fda-approves-selinexor-relapsedrefractory-diffuse-large-b-cell-lymphoma"
"30","Food and Drug Administration granted accelerated approval to tazemetostat (TAZVERIK, Epizyme, Inc.), an EZH2 inhibitor, for adult patients with relapsed or refractory (R/R) follicular lymphoma (FL) whose tumors are positive for an EZH2 mutation as detected by an FDA-approved test and who have received at least 2 prior systemic therapies, and for adult patients with R/R FL who have no satisfactory alternative treatment options. More Information. June 18, 2020","https://wayback.archive-it.org/7993/20201219232235/https%3A//www.fda.gov/drugs/fda-granted-accelerated-approval-tazemetostat-follicular-lymphoma"
"31","Food and Drug Administration granted accelerated approval to pembrolizumab (KEYTRUDA, Merck & Co., Inc.) for the treatment of adult and pediatric patients with unresectable or metastatic tumor mutational burden-high (TMB H) [≥10 mutations/megabase (mut/Mb)] solid tumors, as determined by an FDA-approved test, that have progressed following prior treatment and who have no satisfactory alternative treatment options. More Information. June 16, 2020","https://wayback.archive-it.org/7993/20201219232235/https%3A//www.fda.gov/drugs/drug-approvals-and-databases/fda-approves-pembrolizumab-adults-and-children-tmb-h-solid-tumors"
"32","Food and Drug Administration extended the indication of gemtuzumab ozogamicin (MYLOTARG, Wyeth Pharmaceuticals LLC) for newly-diagnosed CD33-positive acute myeloid leukemia (AML) to include pediatric patients 1 month and older. More Information. June 16, 2020","https://wayback.archive-it.org/7993/20201219232235/https%3A//www.fda.gov/drugs/drug-approvals-and-databases/fda-approves-gemtuzumab-ozogamicin-cd33-positive-aml-pediatric-patients"
"33","Food and Drug Administration granted accelerated approval to lurbinectedin(ZEPZELCA, Pharma Mar S.A.) for adult patients with metastatic small cell lung cancer (SCLC) with disease progression on or after platinum-based chemotherapy. More Information. June 15, 2020","https://wayback.archive-it.org/7993/20201219232235/https%3A//www.fda.gov/drugs/drug-approvals-and-databases/fda-grants-accelerated-approval-lurbinectedin-metastatic-small-cell-lung-cancer"
"34","Food and Drug Administration approved nivolumab (OPDIVO, Bristol-Myers Squibb Co.) for patients with unresectable advanced, recurrent or metastatic esophageal squamous cell carcinoma (ESCC) after prior fluoropyrimidine- and platinum-based chemotherapy. More Information. June 10, 2020","https://wayback.archive-it.org/7993/20201219232235/https%3A//www.fda.gov/drugs/drug-approvals-and-databases/fda-approves-nivolumab-esophageal-squamous-cell-carcinoma"
"35","Food and Drug Administration approved ramucirumab (CYRAMZA, Eli Lilly and Company) in combination with erlotinib for first-line treatment of metastatic non-small cell lung cancer (NSCLC) with epidermal growth factor receptor (EGFR) exon 19 deletions or exon 21 (L858R) mutations. More Information. May 29, 2020","https://wayback.archive-it.org/7993/20201219232235/https%3A//www.fda.gov/drugs/drug-approvals-and-databases/fda-approves-ramucirumab-plus-erlotinib-first-line-metastatic-nsclc"
"36","Food and Drug Administration approved atezolizumab in combination with bevacizumab (TECENTRIQ and AVASTIN, Genentech Inc.) for patients with unresectable or metastatic hepatocellular carcinoma who have not received prior systemic therapy. More Information. May 29, 2020","https://wayback.archive-it.org/7993/20201219232235/https%3A//www.fda.gov/drugs/drug-approvals-and-databases/fda-approves-atezolizumab-plus-bevacizumab-unresectable-hepatocellular-carcinoma"
"37","Food and Drug Administration approved the combination of nivolumab (OPDIVO, Bristol-Myers Squibb Co.) plus ipilimumab (YERVOY, Bristol-Myers Squibb Co.) and 2 cycles of platinum-doublet chemotherapy as first-line treatment for patients with metastatic or recurrent non-small cell lung cancer (NSCLC), with no epidermal growth factor receptor (EGFR) or anaplastic lymphoma kinase (ALK) genomic tumor aberrations. More Information. May 26, 2020","https://wayback.archive-it.org/7993/20201219232235/https%3A//www.fda.gov/drugs/drug-approvals-and-databases/fda-approves-nivolumab-plus-ipilimumab-and-chemotherapy-first-line-treatment-metastatic-nsclc"
"38","Food and Drug Administration approved brigatinib (ALUNBRIG, ARIAD Pharmaceuticals Inc.) for adult patients with anaplastic lymphoma kinase (ALK)-positive metastatic non-small cell lung cancer (NSCLC) as detected by an FDA-approved test. More Information. May 22, 2020","https://wayback.archive-it.org/7993/20201219232235/https%3A//www.fda.gov/drugs/drug-approvals-and-databases/fda-approves-brigatinib-alk-positive-metastatic-nsclc"
"39","Food and Drug Administration approved olaparib (LYNPARZA, AstraZeneca Pharmaceuticals, LP) for adult patients with deleterious or suspected deleterious germline or somatic homologous recombination repair (HRR) gene-mutated metastatic castration-resistant prostate cancer (mCRPC), who have progressed following prior treatment with enzalutamide or abiraterone. More Information. May 19, 2020","https://wayback.archive-it.org/7993/20201219232235/https%3A//www.fda.gov/drugs/drug-approvals-and-databases/fda-approves-olaparib-hrr-gene-mutated-metastatic-castration-resistant-prostate-cancer"
"40","Food and Drug Administration approved atezolizumab (TECENTRIQ®, Genentech Inc.) for the first-line treatment of adult patients with metastatic non-small cell lung cancer (NSCLC) whose tumors have high PD-L1 expression (PD-L1 stained ≥ 50% of tumor cells [TC ≥ 50%] or PD-L1 stained tumor-infiltrating immune cells [IC] covering ≥ 10% of the tumor area [IC ≥ 10%]), with no EGFR or ALK genomic tumor aberrations. More information. May 18, 2020","https://wayback.archive-it.org/7993/20201219232235/https%3A//www.fda.gov/drugs/resources-information-approved-drugs/fda-approves-atezolizumab-first-line-treatment-metastatic-nsclc-high-pd-l1-expression"
"41","Food and Drug Administration approved ripretinib (QINLOCK, Deciphera Pharmaceuticals, LLC.), for adult patients with advanced gastrointestinal stromal tumor (GIST) who have received prior treatment with 3 or more kinase inhibitors, including imatinib. More Information. May 15, 2020","https://wayback.archive-it.org/7993/20201219232235/https%3A//www.fda.gov/drugs/drug-approvals-and-databases/fda-approves-ripretinib-advanced-gastrointestinal-stromal-tumor"
"42","Food and Drug Administration granted accelerated approval to rucaparib (RUBRACA, Clovis Oncology, Inc.) for patients with deleterious BRCA mutation (germline and/or somatic)-associated metastatic castration-resistant prostate cancer (mCRPC) who have been treated with androgen receptor-directed therapy and a taxane-based chemotherapy. More Information. May 15, 2020","https://wayback.archive-it.org/7993/20201219232235/https%3A//www.fda.gov/drugs/fda-grants-accelerated-approval-rucaparib-brca-mutated-metastatic-castration-resistant-prostate"
"43","Food and Drug Administration approved the combination of nivolumab (OPDIVO, Bristol-Myers Squibb Co.) plus ipilimumab (YERVOY, Bristol-Myers Squibb Co.) as first-line treatment for patients with metastatic non-small cell lung cancer whose tumors express PD-L1(≥1%), as determined by an FDA-approved test, with no epidermal growth factor receptor (EGFR) or anaplastic lymphoma kinase (ALK) genomic tumor aberrations. More Information. May 15, 2020","https://wayback.archive-it.org/7993/20201219232235/https%3A//www.fda.gov/drugs/drug-approvals-and-databases/fda-approves-nivolumab-plus-ipilimumab-first-line-mnsclc-pd-l1-tumor-expression-1"
"44","Food and Drug Administration expanded the indication of pomalidomide (POMALYST, Celgene Corporation) to include treating adult patients with AIDS-related Kaposi sarcoma after failure of highly active antiretroviral therapy and Kaposi sarcoma in adult patients who are HIV-negative. More Information. May 14, 2020","https://wayback.archive-it.org/7993/20201219232235/https%3A//www.fda.gov/drugs/resources-information-approved-drugs/fda-grants-accelerated-approval-pomalidomide-kaposi-sarcoma"
"45","Food and Drug Administration expanded the indication of olaparib (LYNPARZA®, AstraZeneca Pharmaceuticals, LP) to include its combination with bevacizumab for first-line maintenance treatment of adult patients with advanced epithelial ovarian, fallopian tube, or primary peritoneal cancer who are in complete or partial response to first-line platinum-based chemotherapy and whose cancer is associated with homologous recombination deficiency positive status defined by either a deleterious or suspected deleterious BRCA mutation, and/or genomic instability. More Information. May 8, 2020","https://wayback.archive-it.org/7993/20201219232235/https%3A//www.fda.gov/drugs/drug-approvals-and-databases/fda-approves-olaparib-plus-bevacizumab-maintenance-treatment-ovarian-fallopian-tube-or-primary"
"46","Food and Drug Administration granted accelerated approval to selpercatinib (RETEVMO, Eli Lilly and Company) for the following indications:

• Adult patients with metastatic RET fusion-positive non-small cell lung cancer (NSCLC);
• Adult and pediatric patients ≥12 years of age with advanced or metastatic RET-mutant medullary thyroid cancer (MTC) who require systemic therapy;
• Adult and pediatric patients ≥12 years of age with advanced or metastatic RET fusion-positive thyroid cancer who require systemic therapy and who are radioactive iodine-refractory (if radioactive iodine is appropriate). More Information. May 8, 2020","https://wayback.archive-it.org/7993/20201219232235/https%3A//www.fda.gov/drugs/drug-approvals-and-databases/fda-approves-selpercatinib-lung-and-thyroid-cancers-ret-gene-mutations-or-fusions"
"47","Food and Drug Administration granted accelerated approval to capmatinib (TABRECTA, Novartis) for adult patients with metastatic non-small cell lung cancer (NSCLC) whose tumors have a mutation that leads to mesenchymal-epithelial transition (MET) exon 14 skipping as detected by an FDA-approved test. More Information. May 6, 2020","https://wayback.archive-it.org/7993/20201219232235/https%3A//www.fda.gov/drugs/drug-approvals-and-databases/fda-grants-accelerated-approval-capmatinib-metastatic-non-small-cell-lung-cancer"
"48","Food and Drug Administration approved daratumumab and hyaluronidase-fihj (DARZALEX FASPRO, Janssen Biotech, Inc.) for adult patients with newly diagnosed or relapsed/refractory multiple myeloma. This new product allows for subcutaneous dosing of daratumumab. More Information. May 1, 2020","https://wayback.archive-it.org/7993/20201219232235/https%3A//www.fda.gov/drugs/drug-approvals-and-databases/fda-approves-daratumumab-and-hyaluronidase-fihj-multiple-myeloma"
"49","Food and Drug Administration approved niraparib (ZEJULA, GlaxoSmithKline) for the maintenance treatment of adult patients with advanced epithelial ovarian, fallopian tube, or primary peritoneal cancer who are in a complete or partial response to first-line platinum-based chemotherapy. More Information. April 29, 2020","https://wayback.archive-it.org/7993/20201219232235/https%3A//www.fda.gov/drugs/drug-approvals-and-databases/fda-approves-niraparib-first-line-maintenance-advanced-ovarian-cancer"
"50","Food and Drug Administration granted accelerated approval to a new dosing regimen of 400 mg every six weeks for pembrolizumab (KEYTRUDA, Merck) across all currently approved adult indications, in addition to the current 200 mg every three weeks dosing regimen. More Information. April 28, 2020.","https://wayback.archive-it.org/7993/20201219232235/https%3A//www.fda.gov/drugs/drug-approvals-and-databases/fda-approves-new-dosing-regimen-pembrolizumab"
"51","Food and Drug Administration granted accelerated approval to sacituzumab govitecan-hziy (TRODELVY, Immunomedics, Inc.) for adult patients with metastatic triple-negative breast cancer who received at least two prior therapies for metastatic disease. More Information. April 22, 2020 ","https://wayback.archive-it.org/7993/20201219232235/https%3A//www.fda.gov/drugs/drug-approvals-and-databases/fda-grants-accelerated-approval-sacituzumab-govitecan-hziy-metastatic-triple-negative-breast-cancer"
"52","Food and Drug Administration expanded the indication of ibrutinib (IMBRUVICA, Pharmacyclics LLC) to include its combination with rituximab for the initial treatment of adult patients with chronic lymphocytic leukemia (CLL) or small lymphocytic lymphoma (SLL). More Information. April 21, 2020.","https://wayback.archive-it.org/7993/20201219232235/https%3A//www.fda.gov/drugs/drug-approvals-and-databases/fda-approves-ibrutinib-plus-rituximab-chronic-lymphocytic-leukemia"
"53","Food and Drug Administration granted accelerated approval to pemigatinib (PEMAZYRE, Incyte Corporation) for the treatment of adults with previously treated, unresectable locally advanced or metastatic cholangiocarcinoma with a fibroblast growth factor receptor 2 (FGFR2) fusion or other rearrangement as detected by an FDA-approved test. More Information. April 20, 2020","https://wayback.archive-it.org/7993/20201219232235/https%3A//www.fda.gov/drugs/resources-information-approved-drugs/fda-grants-accelerated-approval-pemigatinib-cholangiocarcinoma-fgfr2-rearrangement-or-fusion"
"54","Food and Drug Administration approved tucatinib (TUKYSA, Seattle Genetics, Inc.) in combination with trastuzumab and capecitabine, for adult patients with advanced unresectable or metastatic HER2-positive breast cancer, including patients with brain metastases, who have received one or more prior anti-HER2-based regimens in the metastatic setting. More Information. April 17, 2020","https://wayback.archive-it.org/7993/20201219232235/https%3A//www.fda.gov/drugs/resources-information-approved-drugs/fda-approves-tucatinib-patients-her2-positive-metastatic-breast-cancer"
"55","Food and Drug Administration approved mitomycin (JELMYTO™, UroGen Pharma) for adult patients with low-grade upper tract urothelial cancer (LG-UTUC). More Information. April 15, 2020","https://wayback.archive-it.org/7993/20201219232235/https%3A//www.fda.gov/drugs/resources-information-approved-drugs/fda-approves-mitomycin-low-grade-upper-tract-urothelial-cancer"
"56","Food and Drug Administration approved selumetinib (KOSELUGO, AstraZeneca) for pediatric patients, 2 years of age and older, with neurofibromatosis type 1 (NF1) who have symptomatic, inoperable plexiform neurofibromas (PN). More Information. April 10, 2020","https://wayback.archive-it.org/7993/20201219232235/https%3A//www.fda.gov/drugs/resources-information-approved-drugs/fda-approves-selumetinib-neurofibromatosis-type-1-symptomatic-inoperable-plexiform-neurofibromas"
"57","Food and Drug Administration approved encorafenib (BRAFTOVI, Array BioPharma Inc.) in combination with cetuximab for the treatment of adult patients with metastatic colorectal cancer (CRC) with a BRAF V600E mutation, detected by an FDA-approved test, after prior therapy. More Information. April 8, 2020","https://wayback.archive-it.org/7993/20201219232235/https%3A//www.fda.gov/drugs/resources-information-approved-drugs/fda-approves-encorafenib-combination-cetuximab-metastatic-colorectal-cancer-braf-v600e-mutation"
"58","Food and Drug Administration approved luspatercept-aamt (REBLOZYL, Celgene Corporation) for the treatment of anemia failing an erythropoiesis stimulating agent and requiring 2 or more red blood cell (RBC) units over 8 weeks in adult patients with very low- to intermediate-risk myelodysplastic syndromes with ring sideroblasts (MDS-RS) or with myelodysplastic/myeloproliferative neoplasm with ring sideroblasts and thrombocytosis (MDS/MPN-RS-T). More Information. April 3, 2020","https://wayback.archive-it.org/7993/20201219232235/https%3A//www.fda.gov/drugs/resources-information-approved-drugs/fda-approves-luspatercept-aamt-anemia-adults-mds"
"59","Food and Drug Administration approved durvalumab (IMFINZI, AstraZeneca) in combination with etoposide and either carboplatin or cisplatin as first-line treatment of patients with extensive-stage small cell lung cancer (ES-SCLC). More Information. March 30, 2020","https://wayback.archive-it.org/7993/20201219232235/https%3A//www.fda.gov/drugs/resources-information-approved-drugs/fda-approves-durvalumab-extensive-stage-small-cell-lung-cancer"
"60","Food and Drug Administration granted accelerated approval to the combination of nivolumab and ipilimumab (OPDIVO and YERVOY, Bristol-Myers Squibb Co.) for patients with hepatocellular carcinoma (HCC) who have been previously treated with sorafenib. More Information. March 10, 2020","https://wayback.archive-it.org/7993/20201219232235/https%3A//www.fda.gov/drugs/resources-information-approved-drugs/fda-grants-accelerated-approval-nivolumab-and-ipilimumab-combination-hepatocellular-carcinoma"
"61","Food and Drug Administration approved isatuximab-irfc (SARCLISA, sanofi-aventis U.S. LLC) in combination with pomalidomide and dexamethasone for adult patients with multiple myeloma who have received at least two prior therapies including lenalidomide and a proteasome inhibitor. More Information. March 2, 2020","https://wayback.archive-it.org/7993/20201219232235/https%3A//www.fda.gov/drugs/development-approval-process-drugs/fda-approves-isatuximab-irfc-multiple-myeloma"
"62","Food and Drug Administration approved neratinib (NERLYNX, Puma Biotechnology, Inc.) in combination with capecitabine for adult patients with advanced or metastatic HER2-positive breast cancer who have received two or more prior anti-HER2 based regimens in the metastatic setting. More Information. February 25, 2020","https://wayback.archive-it.org/7993/20201219232235/https%3A//www.fda.gov/drugs/resources-information-approved-drugs/fda-approves-neratinib-metastatic-her2-positive-breast-cancer"
"63","Food and Drug Administration granted accelerated approval to tazemetostat (TAZVERIK, Epizyme, Inc.) for adults and pediatric patients aged 16 years and older with metastatic or locally advanced epithelioid sarcoma not eligible for complete resection. More Information. January 23, 2020","https://wayback.archive-it.org/7993/20201219232235/https%3A//www.fda.gov/drugs/resources-information-approved-drugs/fda-approves-tazemetostat-advanced-epithelioid-sarcoma"
"64","Food and Drug Administration approved avapritinib (AYVAKIT, Blueprint Medicines Corporation) for adults with unresectable or metastatic gastrointestinal stromal tumor (GIST) harboring a platelet-derived growth factor receptor alpha (PDGFRA) exon 18 mutation, including D842V mutations. More Information. January 9, 2020","https://wayback.archive-it.org/7993/20201219232235/https%3A//www.fda.gov/drugs/resources-information-approved-drugs/fda-approves-avapritinib-gastrointestinal-stromal-tumor-rare-mutation"
